ชื่อ,รหัส 9 หลักใหม่,รหัส 9 หลัก,รหัส 5 หลัก,เลขอนุญาตให้ประกอบสถานบริการสุขภาพ 11 หลัก,ประเภทองค์กร,ประเภทหน่วยบริการสุขภาพ,สังกัด,แผนก/กรม,ระดับโรงพยาบาล,เตียงที่ใช้จริง,สถานะการใช้งาน,เขตบริการ,health_region_id,ที่อยู่,code,จังหวัด,รหัสอำเภอ,อำเภอ/เขต,รหัสตำบล,ตำบล/แขวง,หมู่,รหัสไปรษณีย์,แม่ข่าย,วันที่ก่อตั้ง,วันที่ปิดบริการ,อัพเดตล่าสุด(เริ่ม 05/09/2566)
โรงพยาบาลมหาราช,EA0010780,1078000,10780,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,22,กำลังใช้งาน,เขตสุขภาพที่ 4,4,224,14,พระนครศรีอยุธยา,1415,มหาราช,141501,หัวไผ่,6,,,,,19/3/2024
โรงพยาบาลพระนารายณ์มหาราช,EA0010690,1069000,10690,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,S - โรงพยาบาลทั่วไปขนาดใหญ่,556,กำลังใช้งาน,เขตสุขภาพที่ 4,4,260 ชุมชน 4 สันติสุข ถ.พหลโยธิน เทศบาลเมืองเขาสามยอด,16,ลพบุรี,1601,เมืองลพบุรี,160106,เขาสามยอด,1,15000,,,,27/8/2025
โรงพยาบาลบ้านหมี่,EA0010691,1069100,10691,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M1 - โรงพยาบาลทั่วไปขนาดเล็ก,258,กำลังใช้งาน,เขตสุขภาพที่ 4,4,139 ชุมชนอนามัยพัฒนา เทศบาลเมืองบ้านหมี่ ถ.ประชาอุทิศ,16,ลพบุรี,1606,บ้านหมี่,160619,บ้านหมี่,2,15110,,,,6/12/2023
โรงพยาบาลชัยบาดาล,EA0010791,1079100,10791,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,140,กำลังใช้งาน,เขตสุขภาพที่ 4,4,250,16,ลพบุรี,1604,ชัยบาดาล,160401,ลำนารายณ์,11,15130,,,,6/12/2023
โรงพยาบาลพัฒนานิคม,EA0010789,1078900,10789,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,66,กำลังใช้งาน,เขตสุขภาพที่ 4,4,1,16,ลพบุรี,1602,พัฒนานิคม,160201,พัฒนานิคม,6,15140,,,,19/3/2024
โรงพยาบาลโคกเจริญ,EA0010795,1079500,10795,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 4,4,111,16,ลพบุรี,1609,โคกเจริญ,160901,โคกเจริญ,2,15250,,,,6/12/2023
โรงพยาบาลท่าวุ้ง,EA0010792,1079200,10792,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,65,กำลังใช้งาน,เขตสุขภาพที่ 4,4,60 ถนนลพบุรี-สิงห์บุรี,16,ลพบุรี,1605,ท่าวุ้ง,160502,บางคู้,7,15150,,,,27/8/2025
โรงพยาบาลท่าหลวง,EA0010793,1079300,10793,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 4,4,29 ถนนชัยบาดาล-ด่านขุนทด,16,ลพบุรี,1607,ท่าหลวง,160701,ท่าหลวง,9,15230,,,,27/8/2025
โรงพยาบาลลำสนธิ,EA0010796,1079600,10796,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,37,กำลังใช้งาน,เขตสุขภาพที่ 4,4,79 ถนนสุระนารายณ์,16,ลพบุรี,1610,ลำสนธิ,161003,หนองรี,11,15190,,,,19/3/2024
โรงพยาบาลหนองม่วง,EA0010797,1079700,10797,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 4,4,7/24 ถนนพหลโยธิน,16,ลพบุรี,1611,หนองม่วง,161101,หนองม่วง,7,15170,,,,27/8/2025
โรงพยาบาลสระโบสถ์,EA0010794,1079400,10794,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 4,4,24 ถนนหนองม่วง-วังเพลิง,16,ลพบุรี,1608,สระโบสถ์,160805,นิยมชัย,10,15240,,,,26/12/2023
โรงพยาบาลสระบุรี,EA0010661,1066100,10661,,รัฐบาล,โรงพยาบาลศูนย์,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,A - โรงพยาบาลศูนย์,700,กำลังใช้งาน,เขตสุขภาพที่ 4,4,18 ถ.เทศบาล 4,19,สระบุรี,1901,เมืองสระบุรี,190101,ปากเพรียว,0,18000,,,,6/12/2023
โรงพยาบาลพระพุทธบาท,EA0010695,1069500,10695,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M1 - โรงพยาบาลทั่วไปขนาดเล็ก,321,กำลังใช้งาน,เขตสุขภาพที่ 4,4,86,19,สระบุรี,1909,พระพุทธบาท,190903,ธารเกษม,8,18120,,,,27/8/2025
โรงพยาบาลแก่งคอย,EA0010807,1080700,10807,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,68,กำลังใช้งาน,เขตสุขภาพที่ 4,4,107 ชั้น - ห้อง - หมู่บ้าน - ซอย - ถนน -,19,สระบุรี,1902,แก่งคอย,190203,ตาลเดี่ยว,8,18110,,,,2/4/2025
โรงพยาบาลบ้านหมอ,EA0010811,1081100,10811,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 4,4,141,19,สระบุรี,1906,บ้านหมอ,190601,บ้านหมอ,4,,,,,6/12/2023
โรงพยาบาลมวกเหล็ก,EA0010815,1081500,10815,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,40,กำลังใช้งาน,เขตสุขภาพที่ 4,4,ชั้น - ห้อง - หมู่บ้าน - ซอย - ถนน -,19,สระบุรี,1911,มวกเหล็ก,191102,มิตรภาพ,9,,,,,27/8/2025
